"Var1"	"Var2"	"value"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.g__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__AF12"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7.g__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Odoribacter"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__SMB53"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae.g__Dehalobacterium"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus."	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__TM7.c__TM7.3.o__CW040.f__F16.g__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.g__.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__AF12.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7.g__.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Odoribacter.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum.s__schaedleri"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__SMB53.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae.g__Dehalobacterium.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus..s__gnavus"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio.s__C21_c20"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__TM7.c__TM7.3.o__CW040.f__F16.g__.s__"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia.s__muciniphila"	"scaffold_5235"	0.885714285714286
"k__Bacteria.p__Actinobacteria"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Bacteroidetes"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Deferribacteres"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Proteobacteria"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__TM7"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Verrucomicrobia"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Deferribacteres.c__Deferribacteres"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Bacilli"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Erysipelotrichi"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__TM7.c__TM7.3"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__TM7.c__TM7.3.o__CW040"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae."	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__TM7.c__TM7.3.o__CW040.f__F16"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.g__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__AF12"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7.g__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Odoribacter"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__SMB53"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae.g__Dehalobacterium"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus."	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__TM7.c__TM7.3.o__CW040.f__F16.g__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia.s__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.g__.s__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__.s__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__AF12.s__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7.g__.s__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Odoribacter.s__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum.s__schaedleri"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__.s__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__.s__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__SMB53.s__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae.g__Dehalobacterium.s__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.s__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus..s__gnavus"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__.s__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__.s__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__.s__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira.s__"	"scaffold_3184"	0.885714285714286
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__"	"scaffold_3184"	0.885714285714286
